"id";"name";"date_added";"entity_type_id"
68761;"photophobia";"2017-04-27 07:34:37";30
68762;"prescription drug abuse";"2017-04-27 07:34:37";30
68763;"risks";"2017-04-27 07:34:37";23
68764;"biofeedback";"2017-04-27 07:34:37";37
68765;"Addiction Center";"2017-04-27 07:34:37";8
68766;"euphoric numbness";"2017-04-27 07:34:38";30
68767;"acupuncture";"2017-04-27 07:34:38";37
68768;"food sources";"2017-04-27 07:34:40";4
68769;"marginally dull headache";"2017-04-27 07:34:40";30
68770;"opioid use disorder";"2017-04-27 07:34:43";30
68771;"Alaina McBournie";"2017-04-27 07:34:44";2
68772;"behavioral therapy";"2017-04-27 07:34:44";37
68773;"treatment of substance use disorder";"2017-04-27 07:34:45";4
68774;"John D. Rodriguez";"2017-04-27 07:34:48";2
68775;"recovery leader";"2017-04-27 07:34:48";3
68776;"Freddy Trump Jr.";"2017-04-27 07:34:49";2
68777;"jobs-recovery president";"2017-04-27 07:34:49";3
68778;"Glen Allen";"2017-04-27 07:34:58";7
68779;"opioid use disorder treatment";"2017-04-27 07:35:22";4
68780;"recovery services";"2017-04-27 07:35:23";4
68781;"recent Surgeon General";"2017-04-27 07:35:23";3
68782;"insurance industry catches";"2017-04-27 07:35:24";4
68783;"IMD";"2017-04-27 07:35:25";8
68784;"insurance barriers";"2017-04-27 07:35:26";4
68785;"car fatalities";"2017-04-27 07:35:26";4
68786;"Peirce College";"2017-04-27 07:35:30";13
68787;"CeltiCare";"2017-04-27 07:35:30";1
68788;"mandates insurance";"2017-04-27 07:35:30";4
68789;"Kaiser Permanente Medical Group";"2017-04-27 07:35:30";1
68790;"Christopher Pezzullo";"2017-04-27 07:35:31";2
68791;"regulated chemicals";"2017-04-27 07:35:32";4
68792;"Association of Inspectors General";"2017-04-27 07:35:32";8
68793;"Peirce College in Philadelphia";"2017-04-27 07:35:33";8
68794;"State Health Officer";"2017-04-27 07:35:33";3
68795;"St. John’s University in New York";"2017-04-27 07:35:35";8
68796;"Twitter @PublicSafetySME.The";"2017-04-27 07:35:35";6
68797;"associate executive director";"2017-04-27 07:35:35";3
68798;"office of Investigations";"2017-04-27 07:35:36";8
68799;"insurance carrier";"2017-04-27 07:35:36";4
68800;"Internal Medicine";"2017-04-27 07:35:36";1
68801;"Health and Human Services office of the Inspector General";"2017-04-27 07:35:36";8
68802;"controlled pharmaceuticals";"2017-04-27 07:35:37";4
68803;"Jay Gonzalez";"2017-04-27 07:35:37";2
68804;"Sameer V. Awsare";"2017-04-27 07:35:37";2
68805;"pro-law enforcement";"2017-04-27 07:35:42";4
68806;"Suboxone Film";"2017-04-27 07:35:42";23
68807;"Scott Erickson";"2017-04-27 07:35:42";2
68808;"prison system.Obviously";"2017-04-27 07:35:43";13
68809;"psychological therapy";"2017-04-27 07:35:46";37
68810;"total hip replacement";"2017-04-27 07:35:46";37
68811;"severe constipation";"2017-04-27 07:35:46";30
68812;"Jashen Patheja";"2017-04-27 07:35:47";2
68813;"Anita Gupta";"2017-04-27 07:35:47";2
68814;"healthcare resources";"2017-04-27 07:35:47";4
68815;"Affairs and vice chair and associate professor";"2017-04-27 07:35:47";3
68816;"massive heart attack";"2017-04-27 07:35:48";30
68817;"American Society of Anesthesiology";"2017-04-27 07:35:48";8
68818;"healthcare field";"2017-04-27 07:35:48";4
68819;"Drexel University College of Medicine";"2017-04-27 07:35:48";13
68820;"Drexel University College of Medicine in Philadelphia";"2017-04-27 07:35:49";8
68821;"postoperative stroke";"2017-04-27 07:35:50";30
68822;"non-pain-related critical illness";"2017-04-27 07:35:50";30
68823;"addiction disorders";"2017-04-27 07:35:50";30
68824;"Harris County";"2017-04-27 07:35:55";1
68825;"state campaign finance forms";"2017-04-27 07:35:55";4
68826;"District Attorney General";"2017-04-27 07:35:56";3
68827;"Reverb Press";"2017-04-27 07:35:56";1
68828;"Whitney Tymas";"2017-04-27 07:35:56";2
68829;"Kim Ogg";"2017-04-27 07:35:57";2
68830;"Henry County";"2017-04-27 07:35:57";5
68831;"Devon Anderson";"2017-04-27 07:35:58";2
68832;"the Henry Herald";"2017-04-27 07:35:58";14
68833;"Newton";"2017-04-27 07:35:58";5
68834;"Jake Lilly";"2017-04-27 07:35:58";2
68835;"Hinds County";"2017-04-27 07:35:59";5
68836;"Robert Shuler Smith";"2017-04-27 07:35:59";2
68837;"caddo parish, louisiana";"2017-04-27 07:35:59";1
68838;"Matthew McCord";"2017-04-27 07:35:59";2
68839;"Megan Hamilton";"2017-04-27 07:36:00";2
68840;"Pete Weir";"2017-04-27 07:36:00";2
68841;"Clayton";"2017-04-27 07:36:01";5
68842;"Lowndes County";"2017-04-27 07:36:02";5
68843;"Dhu Thompson";"2017-04-27 07:36:02";2
68844;"Free Press Houston";"2017-04-27 07:36:02";14
68845;"Caddo Parish";"2017-04-27 07:36:02";5
68846;"Darius Pattillo";"2017-04-27 07:36:03";2
68847;"Martin Gore";"2017-04-27 07:36:05";2
68848;"Spirit, out March";"2017-04-27 07:36:05";20
68849;"Dave Gahan";"2017-04-27 07:36:06";2
68850;"Alt";"2017-04-27 07:36:07";12
68851;"Andrew Fletcher";"2017-04-27 07:36:08";2
68852;"James Ford";"2017-04-27 07:36:08";2
68853;"James Ford";"2017-04-27 07:36:18";1
68854;"Cabaret Voltaire";"2017-04-27 07:36:18";2
68855;"London's Earl's Court";"2017-04-27 07:36:18";8
68856;"Depeche Mode singer";"2017-04-27 07:36:19";3
68857;"Gore's Santa Barbara studio";"2017-04-27 07:36:19";13
68858;"Jay Hawkins";"2017-04-27 07:36:19";2
68859;"One of the members of that group";"2017-04-27 07:36:19";3
68860;"Rosie";"2017-04-27 07:36:20";2
68861;"Rich Machin";"2017-04-27 07:36:20";12
68862;"I Put a Spell on You";"2017-04-27 07:36:21";20
68863;"Top of the Pops";"2017-04-27 07:36:22";12
68864;"Songs of Faith and Devotion";"2017-04-27 07:36:22";20
68865;"Christian Eigner";"2017-04-27 07:36:23";2
68866;"Peter Gordeno";"2017-04-27 07:36:23";2
68867;"Spirit";"2017-04-27 07:36:23";20
68868;"Andy Fletcher";"2017-04-27 07:36:23";2
68869;"Simian Mobile Disco";"2017-04-27 07:36:24";13
68870;"Rich Machin";"2017-04-27 07:36:25";1
68871;"Heroes";"2017-04-27 07:36:25";10
68872;"Jimmy Kimmel.Spicer";"2017-04-27 07:36:30";2
68873;"www.holboxla.comPRICESSeafood";"2017-04-27 07:36:34";26
68874;"Gilberto Cetina Jr.";"2017-04-27 07:36:36";2
68875;"Gilberto Sr.";"2017-04-27 07:36:37";2
68876;"Mercado La Paloma complex";"2017-04-27 07:36:37";13
68877;"Gilberto Cetina";"2017-04-27 07:36:37";2
68878;"(323) 849-0480";"2017-04-27 07:36:40";39
68879;"Wes Whitsell";"2017-04-27 07:36:41";2
68880;"Mark Bradford";"2017-04-27 07:36:41";2
68881;"Raymond Pettibon";"2017-04-27 07:36:42";2
68882;"Sean Brock";"2017-04-27 07:36:42";2
68883;"smokehouse Benton";"2017-04-27 07:36:42";13
68884;"interstate insurance";"2017-04-27 07:36:47";4
68885;"Marc Maron";"2017-04-27 07:36:51";2
68886;"Alt-Right";"2017-04-27 07:37:01";8
68887;"Despite";"2017-04-27 07:37:01";12
68888;"intelligence panel spokesman";"2017-04-27 07:37:11";3
68889;"Arjun Mahendro (Badmaash)";"2017-04-27 07:37:15";2
68890;"Bruce Kalman";"2017-04-27 07:37:16";2
68891;"Perry Cheung (Phorage)";"2017-04-27 07:37:16";2
68892;"Nic Adler";"2017-04-27 07:37:16";2
68893;"Ray Garcia";"2017-04-27 07:37:17";2
68894;"Jamie DeRosa";"2017-04-27 07:37:17";2
68895;"Eduardo Ruiz";"2017-04-27 07:37:18";2
68896;"Steve Samson";"2017-04-27 07:37:18";2
68897;"Ken Oringer";"2017-04-27 07:37:18";2
68898;"Donnie Masterton";"2017-04-27 07:37:18";2
68899;"backstage.”Jenn.Harris@latimes.com";"2017-04-27 07:37:19";6
68900;"Paul Kahan";"2017-04-27 07:37:19";2
68901;"Louis Tikaram";"2017-04-27 07:37:20";2
68902;"Lou Adler";"2017-04-27 07:37:20";2
68903;"Dakota Weiss";"2017-04-27 07:37:20";2
68904;"Nakul Mahendro";"2017-04-27 07:37:20";2
68905;"Charles Olalia (Ricebar)";"2017-04-27 07:37:21";2
68906;"Antonia Lofaso";"2017-04-27 07:37:21";2
68907;"Alvin Cailan (Eggslut)";"2017-04-27 07:37:21";2
68908;"Jamie Bissonnette";"2017-04-27 07:37:22";2
68909;"Neal Fraser (Redbird)";"2017-04-27 07:37:22";2
68910;"Trotter";"2017-04-27 07:37:25";2
68911;"Solange";"2017-04-27 07:37:25";2
68912;"Black Thought";"2017-04-27 07:37:26";2
68913;"The 10th anniversary of the one-day fest";"2017-04-27 07:37:26";24
68914;"Virgil Abloh";"2017-04-27 07:37:26";2
68915;"Philadelphia's Festival Pier";"2017-04-27 07:37:26";13
68916;"Deep and one-time Roots keyboardist";"2017-04-27 07:37:27";3
68917;"James Vincent McMorrow";"2017-04-27 07:37:27";2
68918;"Kimbra";"2017-04-27 07:37:27";2
68919;"Tonight";"2017-04-27 07:37:28";12
68920;"GrassROOTS Foundation";"2017-04-27 07:37:29";8
68921;"Scott Storch";"2017-04-27 07:37:29";2
68922;"Pete Rock";"2017-04-27 07:37:29";2
68923;"Joe Nichols";"2017-04-27 07:37:32";2
68924;"selling solo artist in the U.S.";"2017-04-27 07:37:33";3
68925;"Amazon Music Unlimited";"2017-04-27 07:37:33";1
68926;"Pretty Maids All in a Row";"2017-04-27 07:37:33";10
68927;"Austin Convention Center";"2017-04-27 07:37:34";13
68928;"Hannah Karp";"2017-04-27 07:37:34";2
68929;"Beyoncé Mars";"2017-04-27 07:37:35";2
68930;"fabulous writer";"2017-04-27 07:37:35";3
68931;"Steve Boom";"2017-04-27 07:37:36";2
68932;"Amazon Music";"2017-04-27 07:37:36";1
68933;"advocate for the craftswomen and men";"2017-04-27 07:37:37";3
68934;"talk songwriter";"2017-04-27 07:37:37";3
68935;"Thomas Govan";"2017-04-27 07:37:46";2
68936;"Heather Beaudoin";"2017-04-27 07:37:47";2
68937;"national coordinator for Conservatives Concerned about the Death Penalty";"2017-04-27 07:37:47";3
68938;"Bryan Stevenson";"2017-04-27 07:37:47";2
68939;"Steve Marshall";"2017-04-27 07:37:48";2
68940;"Dick Brewbaker";"2017-04-27 07:37:49";2
68941;"Initiative";"2017-04-27 07:37:49";2
68942;"deputy attorney general for capital litigation";"2017-04-27 07:37:49";3
68943;"PSB";"2017-04-27 07:37:52";1
68944;"presidential election vote";"2017-04-27 07:37:54";22
68945;"Gorsuch Senate";"2017-04-27 07:37:54";8
68946;"Penn Schoen";"2017-04-27 07:37:54";1
68947;"unelected official";"2017-04-27 07:38:02";3
68948;"Tour";"2017-04-27 07:38:07";2
68949;"Morgantown";"2017-04-27 07:38:07";7
68950;"Blues Anaheim";"2017-04-27 07:38:07";2
68951;"Louisville Palace";"2017-04-27 07:38:08";13
68952;"South Side Ballroom";"2017-04-27 07:38:09";13
68953;"Lil Wayne Kloser";"2017-04-27 07:38:10";2
68954;"Cal Coast";"2017-04-27 07:38:10";2
68955;"the Summerfest";"2017-04-27 07:38:15";9
68956;"Summerfest";"2017-04-27 07:38:16";9
68957;"Migos Wayne";"2017-04-27 07:38:17";2
68958;"Khaled's upcoming LP";"2017-04-27 07:38:18";1
68959;"CSN&Y";"2017-04-27 07:38:27";8
68960;"guitarist , singer";"2017-04-27 07:38:27";3
68961;"Steve Stills";"2017-04-27 07:38:28";2
68962;"Pearl Bailey";"2017-04-27 07:38:29";2
68963;"Halverson";"2017-04-27 07:38:29";2
68964;"construction engineer";"2017-04-27 07:38:30";3
68965;"Clear Light";"2017-04-27 07:38:30";12
68966;"leader of Buffalo Springfield";"2017-04-27 07:38:31";3
68967;"composer , guitarist";"2017-04-27 07:38:31";3
68968;"background singer";"2017-04-27 07:38:31";3
68969;"thin, rectangular head";"2017-04-27 07:38:32";3
68970;"Greg Reeves";"2017-04-27 07:38:33";2
68971;"John Sebastian";"2017-04-27 07:38:36";2
68972;"Guerneville";"2017-04-27 07:38:38";7
68973;"Topanga Canyon";"2017-04-27 07:38:39";15
68974;"Crosby Stills";"2017-04-27 07:38:40";2
68975;"Crazy Horse";"2017-04-27 07:38:40";12
68976;"Blood, Sweat & Tears";"2017-04-27 07:38:42";12
68977;"Chip Monck Industries";"2017-04-27 07:38:43";1
68978;"Buffalo Springfield";"2017-04-27 07:38:43";12
68979;"Suite: Judy Blue Eyes";"2017-04-27 07:38:43";20
68980;"Drunk out of my head playing the piano";"2017-04-27 07:38:44";20
68981;"Creedence Clearwater Revival";"2017-04-27 07:38:45";12
68982;"Indian";"2017-04-27 07:38:45";12
68983;"Dick Nixon";"2017-04-27 07:38:46";2
68984;"steel pedal guitar";"2017-04-27 07:38:46";4
68985;"Blind Faith";"2017-04-27 07:38:47";12
68986;"Judy Collins-eyes";"2017-04-27 07:38:47";2
68987;"Dallas Taylor";"2017-04-27 07:38:47";2
68988;"Birdman";"2017-04-27 07:38:51";1
68989;"Bryan Williams";"2017-04-27 07:38:51";2
68990;"Courthouse News";"2017-04-27 07:38:51";13
68991;"Alvin Lewis";"2017-04-27 07:38:52";2
68992;"Jimmy Carlton Winfrey";"2017-04-27 07:38:53";2
68993;"Georgia's Cobb County State Court";"2017-04-27 07:38:53";13
68994;"Georgia's Cobb County State Court";"2017-04-27 07:38:54";8
68995;"Cobb County";"2017-04-27 07:38:54";5
68996;"Cash Money executive";"2017-04-27 07:38:54";3
68997;"Jeffery Williams";"2017-04-27 07:38:54";2
68998;"Peewee Roscoe";"2017-04-27 07:38:55";2
68999;"Democratic retreat";"2017-04-27 07:38:58";13
69000;"Anne Mahlum";"2017-04-27 07:39:10";2
69001;"Solidcore";"2017-04-27 07:39:10";1
69002;"gym chain";"2017-04-27 07:39:11";4
69003;"Solidcore gym";"2017-04-27 07:39:13";13
69004;"Jonathan Thompson";"2017-04-27 07:39:16";2
69005;"Sam Page";"2017-04-27 07:39:17";2
69006;"Rockingham County";"2017-04-27 07:39:18";5
69007;"Clinton Walters";"2017-04-27 07:39:19";2
69008;"Bradford County";"2017-04-27 07:39:20";5
69009;"Chuck Jenkins";"2017-04-27 07:39:20";2
69010;"Dean Stockwell";"2017-04-27 07:39:25";2
69011;"singular director";"2017-04-27 07:39:27";3
69012;"Deborah Norville";"2017-04-27 07:39:27";2
69013;"Brian De Palma";"2017-04-27 07:39:28";2
69014;"Jonathan Swift";"2017-04-27 07:39:29";2
69015;"Kim Griest";"2017-04-27 07:39:29";2
69016;"Dennis Hopper";"2017-04-27 07:39:30";2
69017;"Isabella Rossellini";"2017-04-27 07:39:30";2
69018;"John Sayles";"2017-04-27 07:39:30";2
69019;"Radio Days";"2017-04-27 07:39:31";10
69020;"Dianne Wiest";"2017-04-27 07:39:31";2
69021;"She's Gotta Have It";"2017-04-27 07:39:32";10
69022;"David Byme";"2017-04-27 07:39:32";2
69023;"Blue Velvet";"2017-04-27 07:39:33";10
69024;"The Big Chill";"2017-04-27 07:39:33";9
69025;"Jonathan Pryce";"2017-04-27 07:39:33";2
69026;"Pedro Al-modovar";"2017-04-27 07:39:33";2
69027;"Howard Beach";"2017-04-27 07:39:34";15
69028;"Director Oscar to Robert Redford";"2017-04-27 07:39:34";3
69029;"New Wave GROUP";"2017-04-27 07:39:35";1
69030;"James L. Brooks";"2017-04-27 07:39:35";2
69031;"Jake La-Motta";"2017-04-27 07:39:35";2
69032;"Barbara Hershey";"2017-04-27 07:39:36";2
69033;"independent-film movement";"2017-04-27 07:39:36";8
69034;"William Hurt";"2017-04-27 07:39:37";2
69035;"Jane Pauley";"2017-04-27 07:39:37";2
69036;"masochistic nightclub singer";"2017-04-27 07:39:37";3
69037;"Jerry Moss";"2017-04-27 07:39:53";2
69038;"ARCHIES";"2017-04-27 07:39:54";1
69039;"Allen Klein";"2017-04-27 07:39:55";2
69040;"Murray Roman";"2017-04-27 07:39:56";2
69041;"Jefferson High";"2017-04-27 07:39:56";2
69042;"Phil Spectorland";"2017-04-27 07:39:57";2
69043;"Bill Medley";"2017-04-27 07:39:57";2
69044;"Paul Mauriat";"2017-04-27 07:39:58";2
69045;"Dusty Springfield";"2017-04-27 07:39:59";2
69046;"Walter Cronkite";"2017-04-27 07:39:59";2
69047;"Eric Burdon";"2017-04-27 07:39:59";2
69048;"Joe Louie";"2017-04-27 07:40:00";2
69049;"Eric Jacobson";"2017-04-27 07:40:00";2
69050;"Phil SpectorThe";"2017-04-27 07:40:01";2
69051;"Donnie Kirshner";"2017-04-27 07:40:02";2
69052;"Mason Williams";"2017-04-27 07:40:03";2
69053;"Phil Walden";"2017-04-27 07:40:03";2
69054;"car radio";"2017-04-27 07:40:04";4
69055;"Nancy Wilson";"2017-04-27 07:40:04";2
69056;"Larry Levine";"2017-04-27 07:40:05";2
69057;"Bill Cosbys";"2017-04-27 07:40:05";2
69058;"Willie Moscone";"2017-04-27 07:40:06";2
69059;"Mary Wells";"2017-04-27 07:40:06";2
69060;"Steven Foster";"2017-04-27 07:40:07";2
69061;"coconut grove";"2017-04-27 07:40:07";1
69062;"Mort Sahl";"2017-04-27 07:40:08";2
69063;"Bill Gavin";"2017-04-27 07:40:08";2
69064;"strange";"2017-04-27 07:40:09";4
69065;"David Susskind";"2017-04-27 07:40:10";2
69066;"Dave Clark";"2017-04-27 07:40:10";2
69067;"Edward Lewis";"2017-04-27 07:40:11";2
69068;"Dominique";"2017-04-27 07:40:11";2
69069;"Jerry Wexler";"2017-04-27 07:40:12";2
69070;"Parker";"2017-04-27 07:40:13";2
69071;"big producer";"2017-04-27 07:40:14";4
69072;"Bob Crewe";"2017-04-27 07:40:17";2
69073;"warner bros";"2017-04-27 07:40:18";1
69074;"B. B. King";"2017-04-27 07:40:20";2
69075;"Tom Donahues";"2017-04-27 07:40:20";2
69076;"Hayley Mills";"2017-04-27 07:40:28";2
69077;"Stones party";"2017-04-27 07:40:29";8
69078;"closed circuit television";"2017-04-27 07:40:29";25
69079;"Concert Associates";"2017-04-27 07:40:29";1
69080;"Bill Wyman";"2017-04-27 07:40:30";2
69081;"Ampeg";"2017-04-27 07:40:30";1
69082;"Bill Siddons";"2017-04-27 07:40:31";2
69083;"Hawaiian steel guitar";"2017-04-27 07:40:31";4
69084;"Lauren Bacall";"2017-04-27 07:40:32";2
69085;"Finally Sam Cutler";"2017-04-27 07:40:32";2
69086;"Stones' West Coast headquarters";"2017-04-27 07:40:33";13
69087;"Box Jury";"2017-04-27 07:40:33";8
69088;"Katherine Hepburn";"2017-04-27 07:40:33";2
69089;"Sam Cutler";"2017-04-27 07:40:34";2
69090;"Stones";"2017-04-27 07:40:34";1
69091;"Jo Bergman";"2017-04-27 07:40:34";2
69092;"So Jagger";"2017-04-27 07:40:35";2
69093;"Eddie Cantor";"2017-04-27 07:40:35";2
69094;"Queenie";"2017-04-27 07:40:37";20
69095;"huge guard";"2017-04-27 07:40:37";3
69096;"Na Na Na";"2017-04-27 07:40:37";20
69097;"Tony Fuches";"2017-04-27 07:40:37";2
69098;"Keith Richard";"2017-04-27 07:40:38";2
69099;"manager and a consultant";"2017-04-27 07:40:38";3
69100;"Chrysler Corporation";"2017-04-27 07:40:38";1
69101;"Respect";"2017-04-27 07:40:38";20
69102;"Love In Vain";"2017-04-27 07:40:38";20
69103;"15,000-seat Oakland Coliseum";"2017-04-27 07:40:40";13
69104;"Terry Rield";"2017-04-27 07:40:40";2
69105;"Let It Bleed, to";"2017-04-27 07:40:41";20
69106;"Edgewater Inn";"2017-04-27 07:40:41";13
69107;"Straight Arrow Publishers Inc.";"2017-04-27 07:40:41";1
69108;"Owsley standing guard";"2017-04-27 07:40:41";3
69109;"Robert Johnson's";"2017-04-27 07:40:41";20
69110;"Jim Rissmiller";"2017-04-27 07:40:42";2
69111;"Steve Wolf";"2017-04-27 07:40:42";2
69112;"Magic";"2017-04-27 07:40:50";2
69113;"New Mexico desert";"2017-04-27 07:40:50";15
69114;"Energy";"2017-04-27 07:40:50";20
69115;"far-out technology";"2017-04-27 07:40:50";4
69116;"the Berkeley Barb";"2017-04-27 07:40:52";14
69117;"North Beach";"2017-04-27 07:40:52";15
69118;"International Foundation";"2017-04-27 07:40:53";8
69119;"Portola Institute";"2017-04-27 07:40:53";8
69120;"The Realist";"2017-04-27 07:40:53";14
69121;"Steve Durkee";"2017-04-27 07:40:54";2
69122;"Montgomery Ward";"2017-04-27 07:40:54";1
69123;"far-out technology";"2017-04-27 07:40:55";25
69124;"Stanford Research Institute";"2017-04-27 07:40:55";8
69125;"electronic age technology";"2017-04-27 07:40:55";25
69126;"hand tool";"2017-04-27 07:40:55";4
69127;"photo journalist";"2017-04-27 07:40:56";3
69128;"California campus";"2017-04-27 07:40:56";13
69129;"rock";"2017-04-27 07:40:56";4
69130;"Magic";"2017-04-27 07:40:56";20
69131;"environmental designer";"2017-04-27 07:40:56";3
69132;"free-wheeling editor";"2017-04-27 07:40:57";3
69133;"age technology";"2017-04-27 07:40:57";4
69134;"Wes Wilson";"2017-04-27 07:40:57";2
69135;"communications jargon";"2017-04-27 07:40:58";4
69136;"New York's Hayden Planetarium";"2017-04-27 07:40:58";13
69137;"retail outlet";"2017-04-27 07:40:58";4
69138;"Portola Institute";"2017-04-27 07:40:59";13
69139;"Art Institute";"2017-04-27 07:40:59";13
69140;"Fort Dix";"2017-04-27 07:40:59";13
69141;"Buckminster Fuller";"2017-04-27 07:41:00";2
69142;"Man";"2017-04-27 07:41:00";20
69143;"Fuller";"2017-04-27 07:41:00";1
69144;"Gordon Ashby";"2017-04-27 07:41:01";2
69145;"hand tools";"2017-04-27 07:41:01";4
69146;"Understanding Whole Systems";"2017-04-27 07:41:01";1
69147;"Stanford Research Institute";"2017-04-27 07:41:01";13
69148;"Art Institute";"2017-04-27 07:41:01";8
69149;"Hip Pocrates";"2017-04-27 07:41:02";2
69150;"San Francisco Peninsula";"2017-04-27 07:41:02";15
69151;"Ramparts";"2017-04-27 07:41:02";14
69152;"Whole Earth";"2017-04-27 07:41:02";2
69153;"Baba Ram Dass";"2017-04-27 07:41:02";2
69154;"Southwest desert";"2017-04-27 07:41:03";15
69155;"Indians";"2017-04-27 07:41:03";1
69156;"Sears Roebuck";"2017-04-27 07:41:03";1
69157;"Barbara Ward";"2017-04-27 07:41:04";2
69158;"America Needs Indians";"2017-04-27 07:41:04";10
69159;"New York's Riverside Museum";"2017-04-27 07:41:04";13
69160;"appropriate law-enforcement authorities";"2017-04-27 07:41:09";4
69161;"Miss You";"2017-04-27 07:41:15";20
69162;"Ellen Shipley";"2017-04-27 07:41:16";2
69163;"Gloria Gaynor";"2017-04-27 07:41:17";2
69164;"I Was Made for Lovin' You";"2017-04-27 07:41:17";20
69165;"the Knack";"2017-04-27 07:41:18";12
69166;"Dire Straits";"2017-04-27 07:41:18";1
69167;"AOR station";"2017-04-27 07:41:18";13
69168;"Carolyne Mas";"2017-04-27 07:41:19";2
69169;"Otis Williams";"2017-04-27 07:41:19";2
69170;"Steve Dahl";"2017-04-27 07:41:19";2
69171;"Cat Stevens";"2017-04-27 07:41:20";2
69172;"Ya Think";"2017-04-27 07:41:21";2
69173;"Mudd Club";"2017-04-27 07:41:21";8
69174;"George Meyer";"2017-04-27 07:41:21";2
69175;"Surrender";"2017-04-27 07:41:21";12
69176;"out in L.A.";"2017-04-27 07:41:22";20
69177;"Kenney Jones";"2017-04-27 07:41:22";2
69178;"I Will Survive";"2017-04-27 07:41:23";20
69179;"KMET";"2017-04-27 07:41:23";21
69180;"Donna Summer";"2017-04-27 07:41:23";2
69181;"Simon and Garfunkel";"2017-04-27 07:41:24";12
69182;"Seals and Crofts";"2017-04-27 07:41:25";12
69183;"My Sharona";"2017-04-27 07:41:25";20
69184;"Keith Moon";"2017-04-27 07:41:25";2
69185;"Rod Stewart's ""Da Ya";"2017-04-27 07:41:26";2
69186;"Cheap Trick";"2017-04-27 07:41:26";2
69187;"But disco";"2017-04-27 07:41:27";13
69188;"onerous insurance market regulations";"2017-04-27 07:41:31";4
69189;"complicated income-based insurance subsidies";"2017-04-27 07:41:31";4
69190;"surgeon and congressman";"2017-04-27 07:41:32";3
69191;"narrow provider networks";"2017-04-27 07:41:32";4
69192;"income-based insurance subsidies";"2017-04-27 07:41:33";4
69193;"insurance choices";"2017-04-27 07:41:33";4
69194;"quality insurance";"2017-04-27 07:41:33";4
69195;"Geoff Garin";"2017-04-27 07:41:38";2
69196;"Hart Research Associates";"2017-04-27 07:41:40";1
69197;"Guy Molyneux";"2017-04-27 07:41:42";2
69198;"influential lobbyist and columnist";"2017-04-27 07:41:46";3
69199;"record company executive";"2017-04-27 07:41:58";3
69200;"Los Angeles Free Press";"2017-04-27 07:41:59";1
69201;"Dallas Coliseum";"2017-04-27 07:41:59";13
69202;"Baltimore Civic Center";"2017-04-27 07:41:59";8
69203;"Tina Turner Revue";"2017-04-27 07:41:59";2
69204;"Elektra studio";"2017-04-27 07:42:00";13
69205;"Peter Tork";"2017-04-27 07:42:00";2
69206;"television gossip columnist";"2017-04-27 07:42:01";3
69207;"Serafina";"2017-04-27 07:42:02";2
69208;"Rona Barrett";"2017-04-27 07:42:02";2
69209;"mustachioed chauffeur";"2017-04-27 07:42:03";3
69210;"Carmen Dragon";"2017-04-27 07:42:03";2
69211;"psychedelic governor";"2017-04-27 07:42:04";3
69212;"Phoenix Coliseum";"2017-04-27 07:42:04";13
69213;"Terry Reid";"2017-04-27 07:42:05";2
69214;"Ned Kelly";"2017-04-27 07:42:06";10
69215;"DuPont manse";"2017-04-27 07:42:06";13
69216;"Chicago Amphitheater";"2017-04-27 07:42:06";13
69217;"Art Kunkin";"2017-04-27 07:42:07";2
69218;"the Los Angeles Free Press";"2017-04-27 07:42:07";14
69219;"fucking economist";"2017-04-27 07:42:07";3
69220;"Ike";"2017-04-27 07:42:08";2
69221;"West Coast headquarters";"2017-04-27 07:42:08";13
69222;"local media superstars";"2017-04-27 07:42:19";4
69223;"senior-class president , flutist";"2017-04-27 07:42:20";3
69224;"high-finance buzz";"2017-04-27 07:42:20";4
69225;"John McClain";"2017-04-27 07:42:20";2
69226;"Laker Girls";"2017-04-27 07:42:20";2
69227;"Broadcast News";"2017-04-27 07:42:21";10
69228;"David Fincher";"2017-04-27 07:42:21";2
69229;"Babyface";"2017-04-27 07:42:22";7
69230;"Mary Frann";"2017-04-27 07:42:22";2
69231;"Oliver Leiber";"2017-04-27 07:42:22";2
69232;"heavy-metal guitarist";"2017-04-27 07:42:22";4
69233;"Forever Your Girl";"2017-04-27 07:42:23";20
69234;"Larry Frazin";"2017-04-27 07:42:23";2
69235;"Larry Tollin";"2017-04-27 07:42:23";2
69236;"Steve Stevens";"2017-04-27 07:42:23";2
69237;"Laker administration";"2017-04-27 07:42:24";8
69238;"Laker Girl";"2017-04-27 07:42:24";2
69239;"assistant to director Billy Wilder";"2017-04-27 07:42:25";3
69240;"aspiring actress";"2017-04-27 07:42:25";3
69241;"vocal coach";"2017-04-27 07:42:25";3
69242;"Tracey Ullman";"2017-04-27 07:42:26";2
69243;"Phil Quartararo";"2017-04-27 07:42:26";2
69244;"Bob Fosse";"2017-04-27 07:42:26";2
69245;"Lorraine Abdul";"2017-04-27 07:42:27";2
69246;"Jayne Kennedy";"2017-04-27 07:42:27";2
69247;"KMEL";"2017-04-27 07:42:27";21
69248;"Junior High School";"2017-04-27 07:42:27";8
69249;"Paula Abdul";"2017-04-27 07:42:28";2
69250;"But Hall";"2017-04-27 07:42:28";13
69251;"Forever Your";"2017-04-27 07:42:28";20
69252;"Polo Lounge";"2017-04-27 07:42:29";13
69253;"childhood tap teacher";"2017-04-27 07:42:29";3
